,PA13:NO2,PA13:NO,PA13:NOX,PA13:O3,OBJECTID
2024/03/29 20:00:00+00,19.6,0.6,20.7,77.8,2136
2024/03/29 21:00:00+00,19.9,0.3,20.3,75.7,2137
2024/03/29 22:00:00+00,18.3,0.4,18.9,75.2,2138
2024/03/29 23:00:00+00,22.2,0.5,23.1,68.7,2139
2024/03/30 00:00:00+00,23.9,0.6,24.8,68.1,2140
2024/03/30 01:00:00+00,13.3,0.6,14.2,76.4,2141
2024/03/30 02:00:00+00,10.5,0,10.6,75.2,2142
2024/03/30 03:00:00+00,10.9,-0.4,10.3,77.6,2143
2024/03/30 04:00:00+00,12.5,0.8,13.9,67.3,2144
2024/03/30 05:00:00+00,13.9,0.7,15,60.4,2145
2024/03/30 06:00:00+00,23.8,0.6,24.8,59.1,2146
2024/03/30 07:00:00+00,22.4,0.4,23,58,2147
2024/03/30 08:00:00+00,23.3,1.5,25.6,64,2148
2024/03/30 09:00:00+00,15.2,1.8,18,71.3,2149
2024/03/30 10:00:00+00,14.8,1.5,17.3,70.3,2150
2024/03/30 11:00:00+00,12.6,1.4,14.8,71.5,2151
2024/03/30 12:00:00+00,12.1,1.3,14,71.4,2152
2024/03/30 13:00:00+00,12.2,2.3,15.7,72.7,2153
2024/03/30 14:00:00+00,14.5,2.2,17.8,71.4,2154
2024/03/30 15:00:00+00,12.5,0.9,14,71,2155
2024/03/30 16:00:00+00,15.4,0.9,16.8,68.6,2156
2024/03/30 17:00:00+00,14.1,1.1,15.8,73.7,2157
2024/03/30 18:00:00+00,16.4,1,18.1,69.3,2158
2024/03/30 19:00:00+00,23.1,0.6,23.9,60.7,2159
2024/03/30 20:00:00+00,26.9,0.8,28.1,57,2160
2024/03/30 21:00:00+00,27.8,0.6,28.7,56.5,2161
2024/03/30 22:00:00+00,23,0.5,23.7,57.6,2162
2024/03/30 23:00:00+00,23.2,0.5,23.9,52.7,2163
2024/03/31 00:00:00+00,16.8,0.7,18,53.3,2164
2024/03/31 01:00:00+00,16.9,0.9,18.3,47.4,2165
2024/03/31 02:00:00+00,20.5,0.4,21.1,41,2166
2024/03/31 03:00:00+00,14.6,0.3,15,45.5,2167
2024/03/31 04:00:00+00,17,0.9,18.6,39.1,2168
2024/03/31 05:00:00+00,23.3,1,24.8,29.7,2169
2024/03/31 06:00:00+00,29.7,1.3,31.7,22.2,2170
2024/03/31 07:00:00+00,26.1,3.3,31.4,25.2,2171
2024/03/31 08:00:00+00,18.8,5.6,27.5,40,2172
2024/03/31 09:00:00+00,8.3,2,11.4,62.7,2173
2024/03/31 10:00:00+00,6.3,2.2,9.6,73.6,2174
2024/03/31 11:00:00+00,7.4,1.4,9.5,77.4,2175
2024/03/31 12:00:00+00,7.2,0.9,8.7,77.2,2176
2024/03/31 13:00:00+00,6.6,1.8,9.3,77,2177
2024/03/31 14:00:00+00,9.4,0.5,10.1,74,2178
2024/03/31 15:00:00+00,12.6,0.8,14,67.2,2179
2024/03/31 16:00:00+00,18.4,2.8,22.8,62,2180
2024/03/31 17:00:00+00,15.2,1.2,17.1,63.4,2181
2024/03/31 18:00:00+00,18.4,1.2,20.3,57.1,2182
2024/03/31 19:00:00+00,21.8,1,23.3,57,2183
2024/03/31 20:00:00+00,26.9,0.6,27.7,50.2,2184
2024/03/31 21:00:00+00,40.8,1,42.3,32.9,2185
2024/03/31 22:00:00+00,48.7,1.6,51.2,22,2186
2024/03/31 23:00:00+00,51.2,2.2,54.6,15.5,2187
2024/04/01 00:00:00+00,28.1,1,29.6,38.6,2188
2024/04/01 01:00:00+00,17.4,0.2,17.8,46.9,2189
2024/04/01 02:00:00+00,28.3,1,29.8,34.7,2190
2024/04/01 03:00:00+00,18.6,1.3,20.6,50,2191
2024/04/01 04:00:00+00,7.7,0.7,8.8,65.3,2192
2024/04/01 05:00:00+00,8.1,0.3,8.6,69.7,2193
2024/04/01 06:00:00+00,13.1,0.5,13.9,60.2,2194
2024/04/01 07:00:00+00,14.1,0.7,15.1,54.6,2195
2024/04/01 08:00:00+00,11.2,1.6,13.7,55.8,2196
2024/04/01 09:00:00+00,7.2,0.9,8.5,67.7,2197
2024/04/01 10:00:00+00,7.5,1.1,9.1,71.1,2198
2024/04/01 11:00:00+00,10.2,1.7,12.8,68.6,2199
2024/04/01 12:00:00+00,10.6,2.4,14.3,69.8,2200
2024/04/01 13:00:00+00,7.7,1,9.3,76.6,2201
2024/04/01 14:00:00+00,9.2,1.6,11.7,79.7,2202
2024/04/01 15:00:00+00,7.3,1.3,9.2,84.8,2203
2024/04/01 16:00:00+00,8.4,1,10,84.4,2204
2024/04/01 17:00:00+00,7.5,1.1,9.1,87,2205
2024/04/01 18:00:00+00,10.5,0.9,11.9,82.4,2206
2024/04/01 19:00:00+00,15.2,0.6,16.1,76,2207
2024/04/01 20:00:00+00,13.1,0.7,14.1,72.6,2208
2024/04/01 21:00:00+00,14.4,1.1,16.1,64.7,2209
2024/04/01 22:00:00+00,10.7,0.7,11.8,65.9,2210
2024/04/01 23:00:00+00,9.6,0.8,11,66.5,2211
2024/04/02 00:00:00+00,6.8,0.4,7.5,69.1,2212
2024/04/02 01:00:00+00,5,0.5,5.8,72,2213
2024/04/02 02:00:00+00,5,0.6,6,74.6,2214
2024/04/02 03:00:00+00,6.7,0.7,7.8,75.1,2215
2024/04/02 04:00:00+00,10.7,0.2,10.9,71.9,2216
2024/04/02 05:00:00+00,16.1,0.8,17.4,66.2,2217
2024/04/02 06:00:00+00,25.1,1.2,27,56.7,2218
2024/04/02 07:00:00+00,25.4,2.7,29.5,58,2219
2024/04/02 08:00:00+00,23,4.2,29.5,61,2220
2024/04/02 09:00:00+00,12.2,2.1,15.4,74.7,2221
2024/04/02 10:00:00+00,8,2,11.1,80.7,2222
2024/04/02 11:00:00+00,8,1.6,10.4,80.5,2223
2024/04/02 12:00:00+00,8.2,1.6,10.6,80.4,2224
2024/04/02 13:00:00+00,9.5,1.7,12.1,78,2225
2024/04/02 14:00:00+00,8.6,1.7,11.2,76.4,2226
2024/04/02 15:00:00+00,10.7,1.1,12.5,73.4,2227
2024/04/02 16:00:00+00,16.5,1.7,19,64.8,2228
2024/04/02 17:00:00+00,26.3,2,29.3,53.2,2229
2024/04/02 18:00:00+00,32.8,2,35.9,49.8,2230
2024/04/02 19:00:00+00,37.9,0.7,39,41.7,2231
2024/04/02 20:00:00+00,38.8,0.9,40.1,34.3,2232
2024/04/02 21:00:00+00,28.6,0.5,29.3,42,2233
2024/04/02 22:00:00+00,21.7,2.1,24.9,48.8,2234
2024/04/02 23:00:00+00,28.5,3.8,34.3,46.4,2235
2024/04/03 00:00:00+00,14.5,1.5,16.7,68.4,2236
2024/04/03 01:00:00+00,11.6,1,13.1,70.8,2237
2024/04/03 02:00:00+00,12.3,0.8,13.5,66.4,2238
2024/04/03 03:00:00+00,10.1,0.6,11,66.1,2239
2024/04/03 04:00:00+00,14.7,0.2,14.9,60.4,2240
2024/04/03 05:00:00+00,22.8,0.4,23.3,50.8,2241
2024/04/03 06:00:00+00,31.5,1.3,33.4,42.1,2242
2024/04/03 07:00:00+00,38.7,2.8,42.9,33.8,2243
2024/04/03 08:00:00+00,32.5,3.8,38.2,38.7,2244
2024/04/03 09:00:00+00,21.3,4.1,27.5,47.7,2245
2024/04/03 10:00:00+00,14.7,2.9,19.2,59.9,2246
2024/04/03 11:00:00+00,8.8,2.5,12.5,66.6,2247
2024/04/03 12:00:00+00,9,1.7,11.8,67.9,2248
2024/04/03 13:00:00+00,8.7,2.3,12.2,72.3,2249
2024/04/03 14:00:00+00,7.5,2.1,10.6,74,2250
2024/04/03 15:00:00+00,7.4,1.3,9.5,73.6,2251
2024/04/03 16:00:00+00,6.9,1.4,8.9,82.9,2252
2024/04/03 17:00:00+00,8.4,1.5,10.6,84.8,2253
2024/04/03 18:00:00+00,10.9,0.9,12.3,82.7,2254
2024/04/03 19:00:00+00,11.5,0.9,12.9,77.8,2255
2024/04/03 20:00:00+00,8.6,0.2,9,74.7,2256
2024/04/03 21:00:00+00,8,-0.1,7.9,75,2257
2024/04/03 22:00:00+00,9.5,0.4,10,69.9,2258
2024/04/03 23:00:00+00,7.5,0.6,8.4,67.4,2259
2024/04/04 00:00:00+00,6.3,0.6,7.3,66.9,2260
2024/04/04 01:00:00+00,10.6,2.5,14.4,65.2,2261
2024/04/04 02:00:00+00,6.8,1.7,9.4,70,2262
2024/04/04 03:00:00+00,4.6,0.5,5.3,75,2263
2024/04/04 04:00:00+00,5.7,0.6,6.7,72.6,2264
2024/04/04 05:00:00+00,9.1,0.7,10.1,68.9,2265
2024/04/04 06:00:00+00,13,0.9,14.3,65.7,2266
2024/04/04 07:00:00+00,21.3,0.9,22.8,62,2267
2024/04/04 08:00:00+00,23.3,1.5,25.7,58.3,2268
2024/04/04 09:00:00+00,14.7,1.1,16.5,78,2269
2024/04/04 10:00:00+00,17,2,20.1,70.1,2270
2024/04/04 11:00:00+00,18.7,3.2,23.5,58,2271
2024/04/04 12:00:00+00,10.8,2.1,14,70.4,2272
2024/04/04 13:00:00+00,8.3,2.2,11.7,75.4,2273
2024/04/04 14:00:00+00,7.1,1.4,9.4,78.8,2274
2024/04/04 15:00:00+00,5.9,1.3,7.9,80.2,2275
2024/04/04 16:00:00+00,7.7,1.1,9.4,78.2,2276
2024/04/04 17:00:00+00,9.1,0.1,9.1,76,2277
2024/04/04 18:00:00+00,12.2,0.5,12.9,69.9,2278
2024/04/04 19:00:00+00,12.7,0.6,13.6,65.6,2279
2024/04/04 20:00:00+00,12.6,0.5,13.3,60.8,2280
2024/04/04 21:00:00+00,18.7,2,21.8,50.5,2281
2024/04/04 22:00:00+00,19.7,2.2,23.1,47,2282
2024/04/04 23:00:00+00,20.4,1.1,22.1,42.9,2283
2024/04/05 00:00:00+00,16.1,0.7,17.1,42.7,2284
2024/04/05 01:00:00+00,13.9,1.2,15.7,46.1,2285
2024/04/05 02:00:00+00,10,0.7,11.2,51.2,2286
2024/04/05 03:00:00+00,8.7,1,10.3,53.5,2287
2024/04/05 04:00:00+00,12.5,0.5,13.1,50.5,2288
2024/04/05 05:00:00+00,26,0.9,27.5,38.5,2289
2024/04/05 06:00:00+00,40.6,2,43.7,27.5,2290
2024/04/05 07:00:00+00,38.2,2.5,41.9,35.7,2291
2024/04/05 08:00:00+00,24.2,2.1,27.4,47.4,2292
2024/04/05 09:00:00+00,23.9,1.9,26.8,46.8,2293
2024/04/05 10:00:00+00,23,3.2,27.9,48.3,2294
2024/04/05 11:00:00+00,13.5,2.4,17.3,61.2,2295
2024/04/05 12:00:00+00,11,2.1,14.2,65.5,2296
2024/04/05 13:00:00+00,13.5,2.3,17.1,60.1,2297
2024/04/05 14:00:00+00,15.6,1.8,18.5,59.1,2298
2024/04/05 15:00:00+00,15.6,1.6,18,59.2,2299
2024/04/05 16:00:00+00,15.9,1.1,17.8,60.6,2300
2024/04/05 17:00:00+00,26.2,1,27.7,50,2301
2024/04/05 18:00:00+00,37.9,1.9,40.9,35.9,2302
2024/04/05 19:00:00+00,60.6,2.5,64.5,16.2,2303
2024/04/05 20:00:00+00,49.6,0.9,51,25.2,2304
2024/04/05 21:00:00+00,45.6,0.4,46.2,21.4,2305
2024/04/05 22:00:00+00,41.9,0.5,42.8,21.7,2306
2024/04/05 23:00:00+00,25.1,0.8,26.2,35.8,2307
2024/04/06 00:00:00+00,19.7,0.4,20.2,39.2,2308
2024/04/06 01:00:00+00,18.9,0.6,19.8,38.4,2309
2024/04/06 02:00:00+00,15.2,0.5,15.9,44.3,2310
2024/04/06 03:00:00+00,16.6,0.3,17.1,41.9,2311
2024/04/06 04:00:00+00,15.1,0.3,15.6,49.3,2312
2024/04/06 05:00:00+00,17,0.5,17.8,55.7,2313
2024/04/06 06:00:00+00,16.2,0.4,16.9,62.1,2314
2024/04/06 07:00:00+00,14.7,0.6,15.7,68.8,2315
2024/04/06 08:00:00+00,13.6,1.1,15.2,72.9,2316
2024/04/06 09:00:00+00,12.8,1.9,15.7,75.5,2317
2024/04/06 10:00:00+00,13.4,2.1,16.7,77.4,2318
2024/04/06 11:00:00+00,16.1,2.2,19.5,74.5,2319
2024/04/06 12:00:00+00,16.7,2.4,20.4,72.6,2320
2024/04/06 13:00:00+00,9.1,1.8,11.8,85.1,2321
2024/04/06 14:00:00+00,7.8,1.4,9.9,86.9,2322
2024/04/06 15:00:00+00,10,1,11.6,82.4,2323
2024/04/06 16:00:00+00,14.8,1.3,16.8,78.3,2324
2024/04/06 17:00:00+00,22.5,2,25.5,69.8,2325
2024/04/06 18:00:00+00,30.6,0.6,31.6,61.9,2326
2024/04/06 19:00:00+00,30.9,0.2,31.2,59.8,2327
2024/04/06 20:00:00+00,30.7,0.2,30.9,53.5,2328
2024/04/06 21:00:00+00,51.1,0.8,52.3,31.5,2329
2024/04/06 22:00:00+00,30.6,0.7,31.6,46.1,2330
2024/04/06 23:00:00+00,15.5,0.4,16.1,64.8,2331
2024/04/07 00:00:00+00,10.3,0,10.3,76,2332
2024/04/07 01:00:00+00,5.3,0.4,5.9,94.1,2333
2024/04/07 02:00:00+00,4.9,0.2,5.3,96.3,2334
2024/04/07 03:00:00+00,5.5,0.7,6.7,94.8,2335
2024/04/07 04:00:00+00,6.3,0.6,7.3,90.6,2336
2024/04/07 05:00:00+00,9.5,0.5,10.3,83.7,2337
2024/04/07 06:00:00+00,13,0.5,13.7,78.3,2338
2024/04/07 07:00:00+00,13,0.3,13.4,75.1,2339
2024/04/07 08:00:00+00,12.6,0.5,13.3,74.1,2340
2024/04/07 09:00:00+00,15,0.7,16.1,70.2,2341
2024/04/07 10:00:00+00,13.9,1.7,16.5,72.3,2342
2024/04/07 11:00:00+00,16.7,1.2,18.5,72.5,2343
2024/04/07 12:00:00+00,14.5,1.4,16.6,74.6,2344
2024/04/07 13:00:00+00,12,1.1,13.7,76,2345
2024/04/07 14:00:00+00,18.5,1.2,20.3,70.7,2346
2024/04/07 15:00:00+00,13.5,1.2,15.3,73.2,2347
2024/04/07 16:00:00+00,11.7,1.1,13.4,73.5,2348
2024/04/07 17:00:00+00,20.1,1,21.5,57.8,2349
2024/04/07 18:00:00+00,25.8,0.7,26.9,50.5,2350
2024/04/07 19:00:00+00,20.2,0.4,20.9,52.2,2351
2024/04/07 20:00:00+00,13.6,0.9,15,61.3,2352
2024/04/07 21:00:00+00,11.3,0.4,12,77.1,2353
2024/04/07 22:00:00+00,9.8,0.4,10.5,77.4,2354
2024/04/07 23:00:00+00,9.7,0.6,10.7,59.6,2355
2024/04/08 00:00:00+00,20.8,0.9,22.2,58.5,2356
2024/04/08 01:00:00+00,15.1,1,16.6,66.2,2357
2024/04/08 02:00:00+00,15.4,0.7,16.4,60.3,2358
2024/04/08 03:00:00+00,16,0.4,16.7,56.9,2359
2024/04/08 04:00:00+00,18.8,0.6,19.7,51.6,2360
2024/04/08 05:00:00+00,29,0.7,30,39.5,2361
2024/04/08 06:00:00+00,31.8,1.1,33.5,34.7,2362
2024/04/08 07:00:00+00,50.3,11.2,67.5,20,2363
2024/04/08 08:00:00+00,41.1,6.4,51,34.2,2364
2024/04/08 09:00:00+00,26.9,2.4,30.6,51.8,2365
2024/04/08 10:00:00+00,22.5,3.4,27.9,52.8,2366
2024/04/08 11:00:00+00,15.6,5.1,23.6,57.5,2367
2024/04/08 12:00:00+00,10.2,2.9,14.6,69.1,2368
2024/04/08 13:00:00+00,8.9,1.6,11.3,75,2369
2024/04/08 14:00:00+00,7.8,1.8,10.5,83.7,2370
2024/04/08 15:00:00+00,8.5,1.8,11.4,80.6,2371
2024/04/08 16:00:00+00,10.1,1.5,12.6,79,2372
2024/04/08 17:00:00+00,13.3,1.4,15.4,78.1,2373
2024/04/08 18:00:00+00,12.3,1,14,75.6,2374
2024/04/08 19:00:00+00,8.2,0.1,8.4,75.9,2375
2024/04/08 20:00:00+00,6.2,0.6,7.1,71.8,2376
2024/04/08 21:00:00+00,4.7,0.4,5.2,75,2377
2024/04/08 22:00:00+00,4.8,0,4.6,78.2,2378
2024/04/08 23:00:00+00,4.1,0.2,4.5,84.3,2379
2024/04/09 00:00:00+00,4.9,0.6,5.8,78.7,2380
2024/04/09 01:00:00+00,2.6,0.5,3.4,84.8,2381
2024/04/09 02:00:00+00,2.7,1,4.1,87.3,2382
2024/04/09 03:00:00+00,2.8,0.3,3.2,88.3,2383
2024/04/09 04:00:00+00,4.4,0.4,4.9,88.7,2384
2024/04/09 05:00:00+00,9,0.4,9.7,81.3,2385
2024/04/09 06:00:00+00,12.5,1.2,14.4,75.1,2386
2024/04/09 07:00:00+00,11.8,1.2,13.6,75.9,2387
2024/04/09 08:00:00+00,10.1,0.7,11.3,77.6,2388
2024/04/09 09:00:00+00,7.9,2,11,81.1,2389
2024/04/09 10:00:00+00,7.4,1.3,9.4,80.4,2390
2024/04/09 11:00:00+00,7.5,0.9,9,80.3,2391
2024/04/09 12:00:00+00,7.3,1.6,9.6,79.3,2392
2024/04/09 13:00:00+00,6.3,1.5,8.7,83,2393
2024/04/09 14:00:00+00,7.7,1,9.2,83.2,2394
2024/04/09 15:00:00+00,7.4,1.4,9.7,84.1,2395
2024/04/09 16:00:00+00,8.6,1.4,10.8,84.8,2396
2024/04/09 17:00:00+00,8.6,0.6,9.5,84.4,2397
2024/04/09 18:00:00+00,11,0.3,11.5,82.3,2398
2024/04/09 19:00:00+00,9.9,0.9,11.3,81,2399
2024/04/09 20:00:00+00,11,0.6,12.1,73.2,2400
2024/04/09 21:00:00+00,12,0.5,12.9,70.1,2401
2024/04/09 22:00:00+00,11.7,0.3,12.3,68,2402
2024/04/09 23:00:00+00,10.4,-0.3,10,70.3,2403
2024/04/10 00:00:00+00,9.3,0.8,10.6,71.6,2404
2024/04/10 01:00:00+00,6.9,0.7,8,71.1,2405
2024/04/10 02:00:00+00,5.9,0.6,6.8,67.4,2406
2024/04/10 03:00:00+00,6.3,0.5,7.1,66.3,2407
2024/04/10 04:00:00+00,9.2,0.1,9.2,60,2408
2024/04/10 05:00:00+00,17.7,0.6,18.7,47.2,2409
2024/04/10 06:00:00+00,42.6,3.4,47.9,27.2,2410
2024/04/10 07:00:00+00,36.6,7.3,47.7,34.4,2411
2024/04/10 08:00:00+00,28.6,7,39.3,44.7,2412
2024/04/10 09:00:00+00,23.6,6.6,33.7,55.2,2413
2024/04/10 10:00:00+00,13.5,3.3,18.6,74.2,2414
2024/04/10 11:00:00+00,8.5,1.2,10.4,82.9,2415
2024/04/10 12:00:00+00,7.3,2.4,11,87.3,2416
2024/04/10 13:00:00+00,5.8,1.7,8.3,90.6,2417
2024/04/10 14:00:00+00,5.2,0.9,6.7,90.9,2418
2024/04/10 15:00:00+00,5.3,0.3,5.7,91.2,2419
2024/04/10 16:00:00+00,4.9,0.7,5.9,91.7,2420
2024/04/10 17:00:00+00,7,0.9,8.5,88.1,2421
2024/04/10 18:00:00+00,10,0.6,10.9,81.7,2422
2024/04/10 19:00:00+00,11.9,0.7,13.1,73.4,2423
2024/04/10 20:00:00+00,20.4,1.2,22.1,62.3,2424
2024/04/10 21:00:00+00,35.2,0.7,36.3,44.8,2425
2024/04/10 22:00:00+00,46.4,0.8,47.6,31.7,2426
2024/04/10 23:00:00+00,43,1,44.5,32.1,2427
2024/04/11 00:00:00+00,31.6,0.7,32.7,37.5,2428
2024/04/11 01:00:00+00,23.5,0.9,24.9,40.6,2429
2024/04/11 02:00:00+00,23,0.6,23.9,37.6,2430
2024/04/11 03:00:00+00,25.7,1.3,27.6,32.2,2431
2024/04/11 04:00:00+00,29.8,0.8,31,28.6,2432
2024/04/11 05:00:00+00,38.7,2.7,42.8,20.6,2433
2024/04/11 06:00:00+00,35,2.6,39,26.9,2434
2024/04/11 07:00:00+00,41.2,5.3,49.4,23.4,2435
2024/04/11 08:00:00+00,36.2,10.9,52.8,28.7,2436
2024/04/11 09:00:00+00,29.9,8.5,43,29.6,2437
2024/04/11 10:00:00+00,17.3,3.2,22.3,43.9,2438
2024/04/11 11:00:00+00,12.4,4.1,18.8,49.5,2439
2024/04/11 12:00:00+00,13.5,3.6,19,48.5,2440
2024/04/11 13:00:00+00,15,3.5,20.3,47.3,2441
2024/04/11 14:00:00+00,12.8,3.1,17.5,50.1,2442
2024/04/11 15:00:00+00,11.2,1,12.6,53.5,2443
2024/04/11 16:00:00+00,12.9,1.2,14.7,46.7,2444
2024/04/11 17:00:00+00,12,1.1,13.7,48.4,2445
2024/04/11 18:00:00+00,14,1.1,15.6,44.2,2446
2024/04/11 19:00:00+00,15,0.6,15.9,41.4,2447
2024/04/11 20:00:00+00,22.4,0.5,23.1,31,2448
2024/04/11 21:00:00+00,46.6,4.6,53.6,7.7,2449
2024/04/11 22:00:00+00,49,7.3,60.2,2.1,2450
2024/04/11 23:00:00+00,49.2,15.6,73.1,0.5,2451
2024/04/12 00:00:00+00,50,35.5,104.4,-0.2,2452
2024/04/12 01:00:00+00,43.4,45.1,112.7,-0.5,2453
2024/04/12 02:00:00+00,38.5,37.4,95.8,-0.5,2454
2024/04/12 03:00:00+00,32,28.5,75.8,-0.5,2455
2024/04/12 04:00:00+00,28.5,46.3,99.5,-0.6,2456
2024/04/12 05:00:00+00,30,49.3,105.4,-0.5,2457
2024/04/12 06:00:00+00,34.8,64.5,133.8,-0.3,2458
2024/04/12 07:00:00+00,42.2,108.3,208.3,1,2459
2024/04/12 08:00:00+00,43.6,54.3,127,5.9,2460
2024/04/12 09:00:00+00,34.3,18.5,62.6,19.6,2461
2024/04/12 10:00:00+00,21.6,10.1,37.2,35.2,2462
2024/04/12 11:00:00+00,12.2,4.3,18.7,56.8,2463
2024/04/12 12:00:00+00,7,1.2,8.8,72.3,2464
2024/04/12 13:00:00+00,6.2,1.2,8.1,75.4,2465
2024/04/12 14:00:00+00,5.4,1.1,7.2,78.3,2466
2024/04/12 15:00:00+00,6.4,1.1,8.1,80.4,2467
2024/04/12 16:00:00+00,8.1,1.5,10.5,78.8,2468
2024/04/12 17:00:00+00,8.6,1.1,10.3,75.6,2469
2024/04/12 18:00:00+00,13.2,0.7,14.4,68.7,2470
2024/04/12 19:00:00+00,25.2,0.3,25.7,53.6,2471
2024/04/12 20:00:00+00,58.9,1.5,61.2,20,2472
2024/04/12 21:00:00+00,67.9,3.9,73.7,11.5,2473
2024/04/12 22:00:00+00,41.5,0.2,41.9,30,2474
2024/04/12 23:00:00+00,63.2,14.6,85.6,9.6,2475
2024/04/13 00:00:00+00,66,13.8,87.2,1.1,2476
2024/04/13 01:00:00+00,63.6,18.8,92.4,1,2477
2024/04/13 02:00:00+00,60,12.5,79.3,2,2478
2024/04/13 03:00:00+00,53,3.9,59,5.7,2479
2024/04/13 04:00:00+00,43.3,2.6,47.3,17.3,2480
2024/04/13 05:00:00+00,41.4,3.2,46.2,15.4,2481
2024/04/13 06:00:00+00,45.2,12.6,64.5,2.5,2482
2024/04/13 07:00:00+00,43.9,29,88.3,7.1,2483
2024/04/13 08:00:00+00,37.9,20.9,70,19.8,2484
2024/04/13 09:00:00+00,30.4,12.6,49.7,30,2485
2024/04/13 10:00:00+00,24.2,9.6,39,44.9,2486
2024/04/13 11:00:00+00,13.6,3.6,19,65.7,2487
2024/04/13 12:00:00+00,9.6,1.9,12.5,71.4,2488
2024/04/13 13:00:00+00,8.3,1.5,10.6,76.3,2489
2024/04/13 14:00:00+00,6.9,0.9,8.2,81.4,2490
2024/04/13 15:00:00+00,7,1.3,8.9,83.6,2491
2024/04/13 16:00:00+00,8.1,1.2,9.9,79.4,2492
2024/04/13 17:00:00+00,9.2,1.1,11,77.3,2493
2024/04/13 18:00:00+00,11,0.8,12.3,72.4,2494
2024/04/13 19:00:00+00,16.7,0.7,17.8,60.5,2495
2024/04/13 20:00:00+00,20.6,0.7,21.6,51.9,2496
2024/04/13 21:00:00+00,35.1,0.5,35.7,33.5,2497
2024/04/13 22:00:00+00,41.3,0.7,42.5,24.3,2498
2024/04/13 23:00:00+00,17.9,0.3,18.3,42.8,2499
2024/04/14 00:00:00+00,12.9,0.4,13.4,54.1,2500
2024/04/14 01:00:00+00,12.2,0.7,13.4,57.7,2501
2024/04/14 02:00:00+00,8.2,0.3,8.8,69.3,2502
2024/04/14 03:00:00+00,7.4,0.6,8.3,67.9,2503
2024/04/14 04:00:00+00,7.9,0.6,8.7,64,2504
2024/04/14 05:00:00+00,8.3,0.4,8.8,60.8,2505
2024/04/14 06:00:00+00,9,0.9,10.4,53.7,2506
2024/04/14 07:00:00+00,6.8,0.3,7.2,58,2507
2024/04/14 08:00:00+00,6.7,0.8,7.9,57.8,2508
2024/04/14 09:00:00+00,6.4,1.7,9,58.5,2509
2024/04/14 10:00:00+00,7.6,1.9,10.5,58.8,2510
2024/04/14 11:00:00+00,6.8,2,9.9,65.5,2511
2024/04/14 12:00:00+00,6.2,1.7,8.9,72.3,2512
2024/04/14 13:00:00+00,5.5,1.4,7.7,78.9,2513
2024/04/14 14:00:00+00,7.2,1.4,9.5,80.6,2514
2024/04/14 15:00:00+00,7.1,1,8.6,82.1,2515
2024/04/14 16:00:00+00,6.2,0.5,7,83.2,2516
2024/04/14 17:00:00+00,10.7,0.5,11.6,71.9,2517
2024/04/14 18:00:00+00,12.2,0.3,12.6,66.2,2518
2024/04/14 19:00:00+00,13.4,0.5,14.2,64.5,2519
2024/04/14 20:00:00+00,13.4,0.8,14.6,64.5,2520
2024/04/14 21:00:00+00,10.8,0.5,11.6,68.3,2521
2024/04/14 22:00:00+00,8.5,0.2,8.8,66.7,2522
2024/04/14 23:00:00+00,8.4,0.6,9.3,65.9,2523
2024/04/15 00:00:00+00,5.7,0.5,6.6,75.7,2524
2024/04/15 01:00:00+00,4.5,0.4,5,75.9,2525
2024/04/15 02:00:00+00,4.6,0,4.6,76.5,2526
2024/04/15 03:00:00+00,5,0.7,5.9,70.9,2527
2024/04/15 04:00:00+00,5.6,0.5,6.4,74.1,2528
2024/04/15 05:00:00+00,7.8,1.3,9.7,70.8,2529
2024/04/15 06:00:00+00,14.3,1,15.8,57.9,2530
2024/04/15 07:00:00+00,13.3,1.4,15.4,62.9,2531
2024/04/15 08:00:00+00,11,1.2,12.9,73.6,2532
2024/04/15 09:00:00+00,8.1,1.4,10.3,79.2,2533
2024/04/15 10:00:00+00,8.2,1.7,10.8,79.7,2534
2024/04/15 11:00:00+00,6.4,1.1,8.1,82.2,2535
2024/04/15 12:00:00+00,7,0.7,8,80.4,2536
2024/04/15 13:00:00+00,6.8,1.9,9.7,79.7,2537
2024/04/15 14:00:00+00,6.6,1.2,8.5,76.8,2538
2024/04/15 15:00:00+00,6.3,0.8,7.5,80.5,2539
2024/04/15 16:00:00+00,8.3,1.2,10.1,81.6,2540
2024/04/15 17:00:00+00,8.9,0.6,9.8,78.9,2541
2024/04/15 18:00:00+00,9.6,0.3,10,78.2,2542
2024/04/15 19:00:00+00,10.1,0.8,11.3,78.4,2543
2024/04/15 20:00:00+00,6.7,0.5,7.4,86.8,2544
2024/04/15 21:00:00+00,5.8,0.5,6.5,85.3,2545
2024/04/15 22:00:00+00,6,0.8,7.3,84.8,2546
2024/04/15 23:00:00+00,5.6,0.2,5.9,80.1,2547
2024/04/16 00:00:00+00,4.1,0.2,4.4,80.4,2548
2024/04/16 01:00:00+00,3.6,0.4,4.3,78.1,2549
2024/04/16 02:00:00+00,3.5,0.2,3.7,77.1,2550
2024/04/16 03:00:00+00,3.7,0.3,4.1,76.3,2551
2024/04/16 04:00:00+00,5,0.5,5.8,76.1,2552
2024/04/16 05:00:00+00,8.3,0.7,9.4,72.4,2553
2024/04/16 06:00:00+00,11.9,1.1,13.5,65.2,2554
2024/04/16 07:00:00+00,13.4,1.3,15.3,61.5,2555
2024/04/16 08:00:00+00,14.1,1.3,16.2,60.8,2556
